no,category_kdc,category_yes24,keywords_yes24
9048796,전략 전술,null,null
9048797,군사행정,null,null
9048802,북아메리카,null,null
9048807,만화 삽화,null,null
9048808,만화 삽화,null,null
9048809,nan,null,null
9048810,사회 조직 및 제도,null,null
9048811,개인의 일반전집,null,null
9048813,염직물공예 섬유공예,null,null
9048814,사회복지,null,null
9048815,회화 도화 디자인,null,null
9048816,nan,null,null
9048817,서남아시아 제국 철학 사상,null,null
9048818,방법론,null,null
9048821,폭발물 연료 공업,null,null
9048825,학회 단체 협회 기관 회의,null,null
9048826,인도 철학 사상,null,null
9048827,nan,null,null
9048828,교육학,null,null
9048829,nan,null,null
9048830,라디오극(방송극) 및 음성(소리)매체 예술,null,null
9048831,nan,null,null
9048839,개인의 일반전집,null,null
9048841,연구법 연구방법 및 교육 교육자료,null,null
9048848,음운 음성 문자,null,null
9048849,연구법 연구방법 및 교육 교육자료,null,null
9048850,헌법,null,null
9048851,교육학,null,null
9048853,염직물공예 섬유공예,null,null
9048858,한의학,null,null
9048860,회화 도화 디자인,null,null
9048862,물리학,null,null
9048865,가정윤리,null,null
9048867,공학 공업일반 토목공학 환경공학,null,null
9048873,콜롬비아,null,null
9048874,콜롬비아,null,null
9048875,콜롬비아,null,null
9048876,콜롬비아,null,null
9048877,콜롬비아,null,null
9048879,석조,null,null
9048882,자기,null,null
9048884,자기,null,null
9048885,자기,null,null
9048888,디자인,null,null
9048889,디자인,null,null
9048890,디자인,null,null
9048891,디자인,null,null
9048898,유럽,null,null
9048899,사회 조직 및 제도,null,null
9048900,디자인,null,null
9048901,디자인,null,null
9048902,디자인,null,null
9048905,민속학,null,null
9048906,nan,null,null
9048907,디자인,null,null
9048908,만화 삽화,null,null
9048909,평생교육,null,null
9048910,교조 개조(장도릉),null,null
9048911,프로그래밍 프로그램 데이터,null,null
9048912,프로그래밍 프로그램 데이터,null,null
9048919,nan,null,null
9048921,소설,null,null
9048927,소설,null,null
9048928,nan,null,null
9048929,연령별 성별 신분별 사회계층의 풍습,null,null
9048933,석조,null,null
9048935,조각 조형미술,null,null
9048936,nan,null,null
9048937,시,null,null
9048941,교조 개조(장도릉),null,null
9048942,nan,null,null
9048943,nan,null,null
9048944,교회론,null,null
9048945,교파,null,null
9048946,펜습자,null,null
9048947,교의 신선사상,null,null
9048949,회화 도화 디자인,null,null
9048950,사회 조직 및 제도,null,null
9048951,평생교육,null,null
9048952,사회 조직 및 제도,null,null
9048953,교육 정책 및 행정,null,null
9048954,교육 정책 및 행정,null,null
9048955,교육 정책 및 행정,null,null
9048956,교육 정책 및 행정,null,null
9048957,교육 정책 및 행정,null,null
9048958,교육 정책 및 행정,null,null
9048959,교육 정책 및 행정,null,null
9048960,교육 정책 및 행정,null,null
9048962,nan,null,null
9048963,소설,null,null
9048965,한의학,null,null
9048966,전집 총서,null,null
9048968,아시아,null,null
9048993,일본 철학 사상,null,null
9048997,회화 도화 디자인,null,null
9049048,베네수엘라와 기아나 지역,null,null
9049052,시,null,null
9049053,희곡,null,null
9049055,희곡,null,null
9049056,희곡,null,null
9049059,시,null,null
9049060,시,null,null
9049061,한의학,null,null
9049062,한의학,null,null
9049064,시,null,null
9049070,스페인어 및 포르투갈어,null,null
9049076,시,null,null
9049078,시,null,null
9049079,시,null,null
9049080,시,null,null
9049081,시,null,null
9049082,기록관리학[1],null,null
9049083,소설,null,null
9049084,소설,null,null
9049085,소설,null,null
9049086,소설,null,null
9049100,만화 삽화,null,null
9049101,nan,null,null
9049102,만화 삽화,null,null
9049103,사회학,null,null
9049104,산업경제 일반,null,null
9049105,시,null,null
9049106,시,null,null
9049109,연속간행물,null,null
9049111,프로그래밍 프로그램 데이터,null,null
9049112,희곡,null,null
9049129,자기,null,null
9049130,nan,null,null
9049135,nan,null,null
9049137,일본 철학 사상,null,null
9049138,유럽,null,null
9049144,전집 총서,null,null
9049159,동남아시아,null,null
9049162,연속간행물,null,null
9049163,형법,null,null
9049166,의학,null,null
9049174,공학 공업일반 토목공학 환경공학,null,null
9049175,공학 공업일반 토목공학 환경공학,null,null
9049176,중국 철학 사상,null,null
9049177,nan,null,null
9049178,일본 철학 사상,null,null
9049179,인도 철학 사상,null,null
9049180,일본 철학 사상,null,null
9049184,사회윤리,null,null
9049193,철학,null,null
9049194,디자인,null,null
9049202,경제학,null,null
9049206,어원 어의,null,null
9049208,낙관 수결(서명),null,null
9049209,낙관 수결(서명),null,null
9049210,인디아와 남부아시아,null,null
9049212,nan,null,null
9049214,시,null,null
9049215,시,null,null
9049220,잡저,null,null
9049222,소설,null,null
9049233,프로그래밍 프로그램 데이터,null,null
9049235,한의학,null,null
9049239,기체역학,null,null
9049241,프로그래밍 프로그램 데이터,null,null
9049243,교파,null,null
9049248,사회과학,null,null
9049249,예수 그리스도 사도,null,null
9049250,부처 보살 불제자,null,null
9049269,전집 총서,null,null
9049274,세계사 세계문화사,null,null
9049275,경제학,null,null
9049276,콜롬비아,null,null
9049282,프로그래밍 프로그램 데이터,null,null
9049290,컴퓨터과학,null,null
9049311,연속간행물,null,null
9049318,시,null,null
9049327,사회 조직 및 제도,null,null
9049331,프로그래밍 프로그램 데이터,null,null
9049333,서남아시아 제국 철학 사상,null,null
9049334,독본 해석 회화,null,null
9049335,사전 사전[2],null,null
9049337,산수,null,null
9049348,동남아시아,null,null
9049349,동남아시아,null,null
9049353,일반윤리학 각론,null,null
9049354,프로그래밍 프로그램 데이터,null,null
9049356,학회 단체 협회 기관 회의,null,null
9049357,음운 음성 문자,null,null
9049362,한자서체,null,null
9049363,한자서체,null,null
9049364,한자서체,null,null
9049365,한자서체,null,null
9049366,철 및 강철 제품,null,null
9049367,시,null,null
9049371,프로그래밍 프로그램 데이터,null,null
9049372,콜롬비아,null,null
9049374,작문,null,null
9049376,르포르타주 및 기타,null,null
9049379,프로그래밍 프로그램 데이터,null,null
9049381,시,null,null
9049382,프로그래밍 프로그램 데이터,null,null
9049385,nan,null,null
9049386,금융,null,null
9049387,시,null,null
9049388,시,null,null
9049389,창시자(교주) 및 제자,null,null
9049391,시,null,null
9049392,기록관리학[1],null,null
9049396,nan,null,null
9049401,소설,null,null
9049402,서남아시아 중동,null,null
9049405,아시아,null,null
9049408,동양철학 동양사상,null,null
9049410,만화 삽화,null,null
9049411,북아메리카,null,null
9049412,제상,null,null
9049414,시,null,null
9049416,동양철학 동양사상,null,null
9049419,nan,null,null
9049424,nan,null,null
9049425,법회 의식 행사(의궤),null,null
9049426,불교교리,null,null
9049427,기독교신학 교의학(조직신학),null,null
9049430,인도-유럽어족,null,null
9049432,희곡,null,null
9049434,오락 스포츠,null,null
9049435,작문,null,null
9049436,작문,null,null
9049440,사회학 사회문제,null,null
9049441,사회학 사회문제,null,null
9049442,nan,null,null
9049444,디자인,null,null
9049453,시,null,null
9049470,일본 철학 사상,null,null
9049489,북아메리카,null,null
9049491,재배 및 보호,null,null
9049492,사전 사전[2],null,null
9049493,논증 설득,null,null
9049495,금동조,null,null
9049501,프로그래밍 프로그램 데이터,null,null
9049502,인디아와 남부아시아,null,null
9049504,인디아와 남부아시아,null,null
9049509,서양철학,null,null
9049510,시,null,null
9049511,아시아,null,null
9049512,아시아,null,null
9049513,자기,null,null
9049514,자기,null,null
9049515,산수,null,null
9049516,산수,null,null
9049520,콜롬비아,null,null
9049521,콜롬비아,null,null
9049523,사회학 사회문제,null,null
9049524,연속간행물,null,null
9049525,공학 공업일반 토목공학 환경공학,null,null
9049528,사전 사전[2],null,null
9049531,시,null,null
9049533,심리학각론,null,null
9049534,전집 총서,null,null
9049535,베네수엘라와 기아나 지역,null,null
9049536,베네수엘라와 기아나 지역,null,null
9049537,시,null,null
9049538,희곡,null,null
9049541,희곡,null,null
9049542,베네수엘라와 기아나 지역,null,null
9049545,경제학,null,null
9049547,산수,null,null
9049548,심리학각론,null,null
9049549,남아메리카,null,null
9049551,콜롬비아,null,null
9049552,희곡,null,null
9049553,자연과학,null,null
9049554,희곡,null,null
9049564,루마니아어,null,null
9049565,이탈리아어,null,null
9049567,이탈리아어,null,null
9049569,어휘,null,null
9049573,연속간행물,null,null
9049574,자기,null,null
9049575,자기,null,null
9049576,자기,null,null
9049580,아시아,null,null
9049581,아시아,null,null
9049582,아시아,null,null
9049584,서남아시아 제국 철학 사상,null,null
9049585,nan,null,null
9049588,독일어,null,null
9049589,디자인,null,null
9049594,중국 철학 사상,null,null
9049596,동남아시아,null,null
9049598,nan,null,null
9049600,국제법,null,null
9049605,잡저,null,null
9049609,베네수엘라와 기아나 지역,null,null
9049610,교파,null,null
9049611,아프리카 ,null,null
9049613,사회학 사회문제,null,null
9049615,소설,null,null
9049616,전집 총서,null,null
9049618,언어사 및 언어정책 언어행정,null,null
9049620,음운 음성 문자,null,null
9049621,신문 저널리즘,null,null
9049624,시,null,null
9049625,전집 총서,null,null
9049626,한의학,null,null
9049630,국제법,null,null
9049631,헌법,null,null
9049636,소설,null,null
9049638,콜롬비아,null,null
9049639,콜롬비아,null,null
9049641,아시아,null,null
9049642,유럽,null,null
9049643,서남아시아 제국 철학 사상,null,null
9049644,산수,null,null
9049650,인도 철학 사상,null,null
9049652,nan,null,null
9049654,인도 철학 사상,null,null
9049655,경제학,null,null
9049657,사회학 사회문제,null,null
9049658,nan,null,null
9049659,사회 조직 및 제도,null,null
9049660,소설,null,null
9049661,소설,null,null
9049662,소설,null,null
9049663,소설,null,null
9049664,소설,null,null
9049665,시,null,null
9049667,소설,null,null
9049668,소설,null,null
9049669,소설,null,null
9049670,소설,null,null
9049671,소설,null,null
9049672,소설,null,null
9049674,소설,null,null
9049675,소설,null,null
9049676,nan,null,null
9049677,소설,null,null
9049681,아시아,null,null
9049682,아시아,null,null
9049683,아시아,null,null
9049685,사회학,null,null
9049686,한자서체,null,null
9049687,중앙아메리카(중미제국),null,null
9049689,베네수엘라와 기아나 지역,null,null
9049690,선교 포교 전도 교육활동,null,null
9049693,경제학,null,null
9049694,이상심리학,null,null
9049695,경제학,null,null
9049696,경제학,null,null
9049697,이상심리학,null,null
9049698,남아프리카,null,null
9049710,만화 삽화,null,null
9049713,시,null,null
9049715,nan,null,null
9049716,nan,null,null
9049717,nan,null,null
9049725,nan,null,null
9049726,nan,null,null
9049727,세계사 세계문화사,null,null
9049729,콜롬비아,null,null
9049745,전집 총서,null,null
9049747,관혼상제,null,null
9049749,nan,null,null
9049769,이탈리아어,null,null
9049777,국가 및 정치 윤리,null,null
9049791,불교,null,null
9049796,nan,null,null
9049803,프로그래밍 프로그램 데이터,null,null
9049818,음운 음성 문자,null,null
9049819,음운 음성 문자,null,null
9049821,이탈리아어,null,null
9049822,음운 음성 문자,null,null
9049823,이탈리아어,null,null
9049824,이탈리아어,null,null
9049828,한의학,null,null
9049829,이탈리아어,null,null
9049832,시,null,null
9049836,프로그래밍 프로그램 데이터,null,null
9049838,소설,null,null
9049843,사회 조직 및 제도,null,null
9049844,nan,null,null
9049851,국제법,null,null
9049852,컴퓨터과학,null,null
9049853,컴퓨터과학,null,null
9049857,언어사 및 언어정책 언어행정,null,null
9049859,상법 운명판단,null,null
9049864,사회복지,null,null
9049866,생활문제,null,null
9049868,어원 어의,null,null
9049870,시,null,null
9049874,사원론,null,null
9049875,포교 교육 교화활동,null,null
9049876,법회 의식 행사(의궤),null,null
9049877,부처 보살 불제자,null,null
9049878,경전(불전 불경 대장경),null,null
9049879,법회 의식 행사(의궤),null,null
9049885,부처 보살 불제자,null,null
9049886,부처 보살 불제자,null,null
9049890,사원론,null,null
9049891,디자인,null,null
9049893,소설,null,null
9049894,학회 단체 협회 기관 회의,null,null
9049895,잡저,null,null
9049896,신문 저널리즘,null,null
9049897,폭발물 연료 공업,null,null
9049899,잡저,null,null
9049905,채색 이론 및 실제,null,null
9049906,문방구,null,null
9049917,nan,null,null
9049919,nan,null,null
9049920,nan,null,null
9049932,인도 철학 사상,null,null
9049933,교육학,null,null
9049934,논증 설득,null,null
9049935,금융,null,null
9049938,디자인,null,null
9049941,음운 음성 문자,null,null
9049942,미사용 [6],null,null
9049944,프로그래밍 프로그램 데이터,null,null
9049946,콜롬비아,null,null
9049947,연구법 연구방법 및 교육 교육자료,null,null
9049948,디자인,null,null
9049953,중국어,null,null
9049954,중국어,null,null
9049959,치과의학 이비인후과학 안과학 및 기타 임상의학,null,null
9049960,기술 철학 및 이론,null,null
9049961,nan,null,null
9049962,인도 철학 사상,null,null
9049963,콜롬비아,null,null
9049964,경제학,null,null
9049966,한자서체,null,null
9049975,동남아시아,null,null
9049976,동남아시아,null,null
9049979,음운 음성 문자,null,null
9049980,전집 총서,null,null
9049983,중국어,null,null
9049991,교육 정책 및 행정,null,null
9049998,작문,null,null
9050002,nan,null,null
9050003,시,null,null
9050004,nan,null,null
9050005,남아프리카,null,null
9050008,합리론,null,null
9050009,시,null,null
9050012,기타 게르만어파,null,null
9050013,기타 게르만어파,null,null
9050014,시,null,null
9050015,연속간행물,null,null
9050017,사회 조직 및 제도,null,null
9050019,연령별 성별 신분별 사회계층의 풍습,null,null
9050027,만화 삽화,null,null
9050028,콜롬비아,null,null
9050029,염직물공예 섬유공예,null,null
9050041,헌법,null,null
9050046,헌법,null,null
9050047,nan,null,null
9050048,니카라과,null,null
9050049,서남아시아 제국 철학 사상,null,null
9050050,사회학 사회문제,null,null
9050051,서남아시아 제국 철학 사상,null,null
9050052,헌법,null,null
9050055,교파,null,null
9050057,공군,null,null
9050058,지식 및 학문 일반,null,null
9050060,펜습자,null,null
9050061,펜습자,null,null
9050069,물리학,null,null
9050071,동남아시아,null,null
9050072,nan,null,null
9050073,시,null,null
9050074,중국 철학 사상,null,null
9050075,nan,null,null
9050076,nan,null,null
9050078,nan,null,null
9050084,소설,null,null
9050085,동양철학 동양사상,null,null
9050087,금융,null,null
9050088,경제학,null,null
9050090,과테말라 벨리즈 엘살바도르,null,null
9050091,문학이론,null,null
9050098,시,null,null
9050099,금융,null,null
9050751,만화 삽화,null,null
9051026,연속간행물,null,null
9051187,만화 삽화,null,null
9051348,회화 도화 디자인,null,null
9051349,회화 도화 디자인,null,null
9051350,nan,null,null
9051513,디자인,null,null
9052344,펜습자,null,null
9052347,아시아,null,null
9052348,인디아와 남부아시아,null,null
9052356,수산업 생물자원의 보호 수렵업,null,null
9052360,한자서체,null,null
9052362,논증 설득,null,null
9052363,회화 도화 디자인,null,null
9052369,시,null,null
9052370,디자인,null,null
9052382,경제학,null,null
9052390,소설,null,null
9052392,소설,null,null
9052394,소설,null,null
9052396,회화 도화 디자인,null,null
9052402,도서관 봉사 및 활동,null,null
9052406,일본 철학 사상,null,null
9052408,서보 서첩 법첩,null,null
9052412,북아메리카 인디언어,null,null
9052413,북아메리카 인디언어,null,null
9052415,서남아시아 제국 철학 사상,null,null
9052417,기타 아시아 제문학,null,null
9052418,콜롬비아,null,null
9052425,시,null,null
9052428,nan,null,null
9052433,조각 조형미술,null,null
9052439,북아메리카,null,null
9052441,사회학 사회문제,null,null
9052442,경제학,null,null
9052443,경제각론,null,null
9052444,경제학,null,null
9052445,시,null,null
9052446,교파,null,null
9052447,사회 조직 및 제도,null,null
9052448,시,null,null
9052450,음운 음성 문자,null,null
9052451,콜롬비아,null,null
9052463,nan,null,null
9052465,시,null,null
9052467,아시아,null,null
9052469,사회 조직 및 제도,null,null
9052471,제상,null,null
9052472,제상,null,null
9052473,제상,null,null
9052479,국가 및 정치 윤리,null,null
9052480,시,null,null
9052481,전집 총서,null,null
9052483,산수,null,null
9052484,사회학 사회문제,null,null
9052485,논증 설득,null,null
9052486,인도 철학 사상,null,null
9052487,논증 설득,null,null
9052490,문방구,null,null
9052491,교육학,null,null
9052493,희곡,null,null
9052494,nan,null,null
9052545,만화 삽화,null,null
9052570,만화 삽화,null,null
9052571,만화 삽화,null,null
9052572,만화 삽화,null,null
9052574,디자인,null,null
9052618,산수,null,null
9052623,nan,null,null
9052652,한의학,null,null
9052653,한의학,null,null
9052718,연속간행물,null,null
9052719,음운 음성 문자,null,null
9052721,음운 음성 문자,null,null
9052722,기록관리학[1],null,null
9052724,물리학,null,null
9052725,사회학,null,null
9052727,화학공학,null,null
9052728,기록관리학[1],null,null
9052729,공학 공업일반 토목공학 환경공학,null,null
9052730,nan,null,null
9052741,연속간행물,null,null
9052772,nan,null,null
9052784,동남아시아,null,null
9052785,사회학 사회문제,null,null
9052786,사회학 사회문제,null,null
9052788,동남아시아,null,null
9052789,동남아시아,null,null
9052790,동남아시아,null,null
9052791,동남아시아,null,null
9052792,아시아,null,null
9052793,사회학 사회문제,null,null
9052795,사회학 사회문제,null,null
9052796,사회학 사회문제,null,null
9052797,시,null,null
9052798,디자인,null,null
9052799,시,null,null
9052800,시,null,null
9052802,시,null,null
9052804,연속간행물,null,null
9052805,유럽,null,null
9052807,사회 조직 및 제도,null,null
9052809,사회과학,null,null
9052811,사회과학,null,null
9052814,사회과학,null,null
9052815,콜롬비아,null,null
9052816,사회과학,null,null
9052817,사회과학,null,null
9052820,위생 도시 환경 공학,null,null
9052821,판화,null,null
9052822,인도 철학 사상,null,null
9052826,제상,null,null
9052835,사회사상,null,null
9052941,문법,null,null
9052948,국제법,null,null
9052949,헌법,null,null
9052952,교파,null,null
9052957,절지동물 곤충류,null,null
9053060,시,null,null
9053071,윤리학 도덕철학,null,null
9053124,시,null,null
9053275,만화 삽화,null,null
9053281,nan,null,null
9053283,사전 사전[2],null,null
9053285,잡저,null,null
9053286,일본 철학 사상,null,null
9053287,북아메리카 인디언어,null,null
9053288,북아메리카 인디언어,null,null
9053289,북아메리카 인디언어,null,null
9053298,문학사 평론,null,null
9053301,시,null,null
9053302,시,null,null
9053303,시,null,null
9053304,시,null,null
9053305,소설,null,null
9053308,시,null,null
9053324,공군,null,null
9053332,음운 음성 문자,null,null
9053333,사회 조직 및 제도,null,null
9053337,심리학각론,null,null
9053340,nan,null,null
9053344,중국어,null,null
9053348,연속간행물,null,null
9053350,nan,null,null
9053353,사회과학,null,null
9053354,사회사상,null,null
9053356,잡저,null,null
9053357,nan,null,null
9053358,nan,null,null
9053359,nan,null,null
9053360,nan,null,null
9053361,기록관리학[1],null,null
9053362,인디아와 남부아시아,null,null
9053363,산수,null,null
9053364,nan,null,null
9053365,nan,null,null
9053366,코스타리카 파나마,null,null
9053369,nan,null,null
9053371,nan,null,null
9053372,nan,null,null
9053379,인디아와 남부아시아,null,null
9053380,베네수엘라와 기아나 지역,null,null
9053385,소설,null,null
9053387,소설,null,null
9053389,연령별 성별 신분별 사회계층의 풍습,null,null
9053391,디자인,null,null
9053399,디자인,null,null
9053402,연령별 성별 신분별 사회계층의 풍습,null,null
9053404,수필,null,null
9053405,수필,null,null
9053406,수필,null,null
9053407,소설,null,null
9053408,nan,null,null
9053409,교육학,null,null
9053411,학교 행정 및 경영 보건 및 교육 지도,null,null
9053419,사회복지,null,null
9053423,시,null,null
9053424,산업경제 일반,null,null
9053425,극장 제작 연출 연기,null,null
9053451,nan,null,null
9053457,펜습자,null,null
9053458,펜습자,null,null
9053459,행정법,null,null
9053460,기타 제법,null,null
9053461,기타 제법,null,null
9053465,문방구,null,null
9053466,아라비아반도와 인접지역,null,null
9053468,아라비아반도와 인접지역,null,null
9053473,시,null,null
9053474,가설 가정,null,null
9053485,전집 총서,null,null
9053494,사회복지,null,null
9053499,전집 총서,null,null
9053506,시,null,null
9053509,일본 철학 사상,null,null
9053512,기술사,null,null
9053515,대수학,null,null
9053517,한의학,null,null
9053518,서남아시아 제국 철학 사상,null,null
9053519,시,null,null
9053522,라디오극(방송극) 및 음성(소리)매체 예술,null,null
9053523,라디오극(방송극) 및 음성(소리)매체 예술,null,null
9053530,희곡,null,null
9053532,디자인,null,null
9053540,디자인,null,null
9053542,인디아와 남부아시아,null,null
9053544,시,null,null
9053546,기록관리학[1],null,null
9053549,공업화학약품,null,null
9053551,불교,null,null
9053554,콜롬비아,null,null
9053558,작문,null,null
9053559,프로그래밍 프로그램 데이터,null,null
9053561,서남아시아 제국 철학 사상,null,null
9053564,미사용 [6],null,null
9053569,디자인,null,null
9053578,기술 철학 및 이론,null,null
9053579,기술사,null,null
9053580,서남아시아 제국 철학 사상,null,null
9053581,서남아시아 제국 철학 사상,null,null
9053586,사회복지,null,null
9053587,금융,null,null
9053589,기록관리학[1],null,null
9053590,미사용 [6],null,null
9053593,프로그래밍 프로그램 데이터,null,null
9053596,nan,null,null
9053597,헌법,null,null
9053600,프로그래밍 프로그램 데이터,null,null
9053601,시,null,null
9053603,학회 단체 협회 기관 회의,null,null
9053606,의학,null,null
9053610,학회 단체 협회 기관 회의,null,null
9054318,소설,null,null
9054319,소설,null,null
9054320,소설,null,null
9054323,유아 및 초등 교육,null,null
9054324,유아 및 초등 교육,null,null
9054325,유아 및 초등 교육,null,null
9054326,유아 및 초등 교육,null,null
9054327,유아 및 초등 교육,null,null
9054328,유아 및 초등 교육,null,null
9054329,유아 및 초등 교육,null,null
9054330,유아 및 초등 교육,null,null
9054331,유아 및 초등 교육,null,null
9054332,유아 및 초등 교육,null,null
9054333,유아 및 초등 교육,null,null
9054334,유아 및 초등 교육,null,null
9054335,유아 및 초등 교육,null,null
9054336,유아 및 초등 교육,null,null
9054338,유아 및 초등 교육,null,null
9054339,유아 및 초등 교육,null,null
9054340,유아 및 초등 교육,null,null
9054341,유아 및 초등 교육,null,null
9054342,유아 및 초등 교육,null,null
9054343,유아 및 초등 교육,null,null
9054344,유아 및 초등 교육,null,null
9054345,유아 및 초등 교육,null,null
9054346,유아 및 초등 교육,null,null
9054347,유아 및 초등 교육,null,null
9054348,유아 및 초등 교육,null,null
9054349,유아 및 초등 교육,null,null
9054350,유아 및 초등 교육,null,null
9054351,유아 및 초등 교육,null,null
9054352,유아 및 초등 교육,null,null
9054353,유아 및 초등 교육,null,null
9054354,유아 및 초등 교육,null,null
9054355,유아 및 초등 교육,null,null
9054356,유아 및 초등 교육,null,null
9054357,유아 및 초등 교육,null,null
9054358,유아 및 초등 교육,null,null
9054359,유아 및 초등 교육,null,null
9054360,행정법,null,null
9054361,행정법,null,null
9054362,행정법,null,null
9054363,행정법,null,null
9054364,행정법,null,null
9054365,행정법,null,null
9054366,행정법,null,null
9054367,행정법,null,null
9054368,행정법,null,null
9054369,행정법,null,null
9054370,행정법,null,null
9054371,행정법,null,null
9054372,행정법,null,null
9054373,행정법,null,null
9054374,행정법,null,null
9054375,행정법,null,null
9054376,행정법,null,null
9054377,행정법,null,null
9054378,행정법,null,null
9054379,행정법,null,null
9054380,행정법,null,null
9054381,행정법,null,null
9054384,행정법,null,null
9054385,행정법,null,null
9054386,행정법,null,null
9054387,행정법,null,null
9054388,행정법,null,null
9054389,행정법,null,null
9054390,행정법,null,null
9054391,행정법,null,null
9054392,행정법,null,null
9054395,여성문제,null,null
9054396,사회학 사회문제,null,null
9054397,여성문제,null,null
9054398,여성문제,null,null
9054400,사회학 사회문제,null,null
9054401,여성문제,null,null
9054402,여성문제,null,null
9054403,여성문제,null,null
9054404,사회학 사회문제,null,null
9054405,사회학 사회문제,null,null
9054406,여성문제,null,null
9054407,사회학 사회문제,null,null
9054408,사회학 사회문제,null,null
9054410,여성문제,null,null
9054411,여성문제,null,null
9054412,여성문제,null,null
9054413,여성문제,null,null
9054414,여성문제,null,null
9054415,여성문제,null,null
9054416,여성문제,null,null
9054417,여성문제,null,null
9054418,여성문제,null,null
9054419,여성문제,null,null
9054420,여성문제,null,null
9054421,여성문제,null,null
9054422,예술,null,null
9054424,사회복지,null,null
9054425,사회복지,null,null
9054426,사회복지,null,null
9054446,산수,null,null
9054447,학회 단체 협회 기관 회의,null,null
9054451,문학사 평론,null,null
9054455,학교 행정 및 경영 보건 및 교육 지도,null,null
9054463,행정법,null,null
9054857,음운 음성 문자,null,null
9054900,음운 음성 문자,null,null
9055086,양화처리(인화),null,null
9055087,한자서체,null,null
9055088,한자서체,null,null
9055089,한자서체,null,null
9055090,한자서체,null,null
9055091,한자서체,null,null
9055092,한자서체,null,null
9055093,한자서체,null,null
9055094,한자서체,null,null
9055095,디자인,null,null
9055096,프로그래밍 프로그램 데이터,null,null
9055097,콜롬비아,null,null
9055100,한의학,null,null
9055102,디자인,null,null
9055104,기록관리학[1],null,null
9055105,연속간행물,null,null
9055106,언어학,null,null
9055108,nan,null,null
9055115,미사용 [6],null,null
9055117,nan,null,null
9055119,사회복지,null,null
9055121,nan,null,null
9055124,소설,null,null
9055125,연속간행물,null,null
9055127,일반 동물학,null,null
9055129,콜롬비아,null,null
9055133,아시아,null,null
9055135,오스트로네시아어족,null,null
9055138,일본 철학 사상,null,null
9055149,인도 철학 사상,null,null
9055150,컴퓨터과학,null,null
9055151,콜롬비아,null,null
9055154,nan,null,null
9055158,nan,null,null
9055160,동양철학 동양사상,null,null
9055161,국제법,null,null
9055162,지도법 연구법 및 교육 교육자료,null,null
9055163,nan,null,null
9055166,기타 게르만어파,null,null
9055168,인디아와 남부아시아,null,null
9055172,사회학,null,null
9055174,한의학,null,null
9055175,nan,null,null
9055180,디자인,null,null
9055188,여성문제,null,null
9055189,시,null,null
9055192,인디아와 남부아시아,null,null
9055193,시,null,null
9055194,시,null,null
9055206,스페인어 및 포르투갈어,null,null
9055210,서양철학,null,null
9055213,스페인어 및 포르투갈어,null,null
9055223,학교 행정 및 경영 보건 및 교육 지도,null,null
9055225,경제학,null,null
9055230,경제학,null,null
9055237,학회 단체 협회 기관 회의,null,null
9055238,조로아스터교(요교 배화교),null,null
9055239,조로아스터교(요교 배화교),null,null
9055240,조로아스터교(요교 배화교),null,null
9055241,인도 철학 사상,null,null
9055243,일본 철학 사상,null,null
9055244,서남아시아 제국 철학 사상,null,null
9055247,세계사 세계문화사,null,null
9055248,경제학,null,null
9055249,경제학,null,null
9055251,금융,null,null
9055264,동남아시아,null,null
9055266,희곡,null,null
9055268,교육학,null,null
9055270,연구법 연구방법 및 교육 교육자료,null,null
9055272,기록관리학[1],null,null
9055273,경제학,null,null
9055274,시,null,null
9055275,사회 조직 및 제도,null,null
9055277,만화 삽화,null,null
9055278,만화 삽화,null,null
9055279,만화 삽화,null,null
9055281,자기,null,null
9055283,자기,null,null
9055285,펜습자,null,null
9055286,사진집,null,null
9055289,nan,null,null
9055294,시,null,null
9055297,석조,null,null
9055299,석조,null,null
9055300,오락 스포츠,null,null
9055301,임학 임업,null,null
9055302,임학 임업,null,null
9055305,양화처리(인화),null,null
9055307,시,null,null
9055309,디자인,null,null
9055310,디자인,null,null
9055311,nan,null,null
9055312,디자인,null,null
9055313,기술 철학 및 이론,null,null
9055314,유럽,null,null
9055316,전집 총서,null,null
9055317,자기,null,null
9055318,자기,null,null
9055319,사회 조직 및 제도,null,null
9055320,행정법,null,null
9055322,행정법,null,null
9055486,nan,null,null
9055487,디자인,null,null
9055488,심리학각론,null,null
9055493,조각 조형미술,null,null
9055494,사회복지,null,null
9055495,사회복지,null,null
9055496,사회복지,null,null
9055497,사회복지,null,null
9055498,사회복지,null,null
9055508,null,null,null
9055583,아시아,null,null
9055585,국제법,null,null
9055586,경제학,null,null
9055587,강연집 수필집 연설문집,null,null
9055588,사회학 사회문제,null,null
9055589,nan,null,null
9055590,nan,null,null
9055591,경제학,null,null
9055592,사회사상,null,null
9055593,nan,null,null
9055594,회화 도화 디자인,null,null
9055595,교육 정책 및 행정,null,null
9055596,학회 단체 협회 기관 회의,null,null
9055597,일본 철학 사상,null,null
9055598,시,null,null
9055599,군사 시설 및 장비,null,null
9055601,시,null,null
9055602,언어사 및 언어정책 언어행정,null,null
9055603,서남아시아 제국 철학 사상,null,null
9055604,헌법,null,null
9055605,기록관리학[1],null,null
9055611,사회학 사회문제,null,null
9055619,교조 개조(장도릉),null,null
9055621,디자인,null,null
9055626,만화 삽화,null,null
9055628,디자인,null,null
